(537, 'Leganes', 2021): 0.621	0.330	0.334	0.792	0.651	0.301	0.366	0.799	0.668	0.313	0.344	0.848	0.650	0.347	0.312	0.861	0.607	0.417	0.220	0.850	0.584	0.516	0.208	0.763	0.686	0.054	0.657	0.711	
(2934, 'Al-Ettifaq', 2021): 0.572	0.383	0.307	0.764	0.603	0.373	0.318	0.794	0.664	0.341	0.368	0.903	0.633	0.448	0.226	0.885	0.559	0.416	0.184	0.836	0.553	0.382	0.289	0.713	0.579	0.013	0.574	0.586	
(2926, 'Al Baten', 2021): 0.561	0.358	0.357	0.774	0.577	0.381	0.334	0.778	0.649	0.347	0.365	0.869	0.665	0.401	0.344	0.895	0.553	0.435	0.144	0.781	0.551	0.465	0.230	0.734	0.728	0.075	0.695	0.761	
(3589, 'Fatih Karagümrük', 2021): 0.636	0.371	0.275	0.850	0.680	0.308	0.411	0.842	0.671	0.409	0.357	0.927	0.661	0.389	0.250	0.873	0.614	0.447	0.244	0.857	0.582	0.578	0.234	0.796	0.725	0.057	0.701	0.756	
(3573, 'Gazişehir Gaziantep', 2021): 0.620	0.293	0.402	0.752	0.664	0.278	0.441	0.806	0.674	0.252	0.472	0.891	0.653	0.359	0.252	0.858	0.585	0.406	0.169	0.817	0.572	0.532	0.189	0.776	0.558	0.010	0.552	0.560	
(71, 'Norwich', 2021): 0.651	0.297	0.437	0.809	0.684	0.308	0.405	0.827	0.715	0.290	0.479	0.915	0.658	0.454	0.263	0.874	0.637	0.431	0.266	0.846	0.671	0.317	0.393	0.781	0.751	0.080	0.707	0.781	
(40, 'Liverpool', 2021): 0.750	0.340	0.432	0.919	0.782	0.300	0.519	0.919	0.782	0.369	0.444	0.942	0.757	0.318	0.404	0.951	0.751	0.415	0.317	0.919	0.782	0.358	0.490	0.927	0.867	0.067	0.837	0.898	
(165, 'Borussia Dortmund', 2021): 0.728	0.370	0.424	0.927	0.758	0.318	0.447	0.887	0.764	0.330	0.424	0.929	0.745	0.350	0.338	0.934	0.709	0.441	0.306	0.904	0.705	0.431	0.395	0.877	0.793	0.099	0.739	0.837	
(169, 'Eintracht Frankfurt', 2021): 0.666	0.343	0.384	0.905	0.697	0.344	0.379	0.860	0.738	0.274	0.515	0.892	0.724	0.294	0.488	0.907	0.686	0.396	0.330	0.873	0.673	0.416	0.364	0.842	0.816	0.074	0.783	0.851	
(206, 'Heracles', 2021): 0.571	0.364	0.345	0.749	0.601	0.375	0.332	0.761	0.671	0.354	0.411	0.901	0.605	0.444	0.243	0.879	0.550	0.402	0.221	0.751	0.574	0.394	0.261	0.713	0.681	0.094	0.639	0.730	
(197, 'PSV Eindhoven', 2021): 0.689	0.398	0.311	0.858	0.741	0.287	0.402	0.882	0.752	0.244	0.529	0.929	0.717	0.337	0.346	0.907	0.675	0.392	0.308	0.876	0.625	0.464	0.299	0.805	0.759	0.056	0.734	0.780	
(724, 'Cadiz', 2021): 0.650	0.361	0.360	0.830	0.681	0.299	0.403	0.812	0.709	0.254	0.497	0.863	0.696	0.404	0.254	0.913	0.625	0.434	0.213	0.847	0.612	0.473	0.272	0.766	0.741	0.149	0.661	0.805	
(539, 'Levante', 2021): 0.694	0.341	0.447	0.847	0.694	0.387	0.420	0.888	0.729	0.256	0.529	0.886	0.698	0.334	0.387	0.872	0.670	0.400	0.327	0.863	0.662	0.374	0.345	0.796	0.755	0.147	0.683	0.818	
(798, 'Mallorca', 2021): 0.647	0.354	0.376	0.818	0.667	0.363	0.357	0.842	0.705	0.324	0.360	0.909	0.680	0.380	0.305	0.922	0.623	0.431	0.216	0.853	0.640	0.469	0.270	0.811	0.736	0.084	0.701	0.776	
(543, 'Real Betis', 2021): 0.678	0.396	0.399	0.849	0.695	0.438	0.349	0.886	0.704	0.414	0.355	0.916	0.698	0.395	0.380	0.910	0.682	0.458	0.241	0.897	0.663	0.535	0.268	0.825	0.802	0.097	0.765	0.847	
(547, 'Girona', 2021): 0.632	0.335	0.382	0.819	0.672	0.244	0.453	0.793	0.667	0.417	0.296	0.888	0.650	0.388	0.292	0.891	0.608	0.413	0.254	0.873	0.592	0.413	0.248	0.746	0.733	0.023	0.722	0.743	
(9380, 'Amorebieta', 2021): 0.592	0.331	0.327	0.750	0.583	0.330	0.328	0.721	0.620	0.277	0.426	0.809	0.627	0.359	0.268	0.817	0.557	0.393	0.190	0.758	0.605	0.263	0.401	0.720	0.655	0.110	0.603	0.705	
(2932, 'Al-Hilal Saudi FC', 2021): 0.652	0.418	0.337	0.826	0.652	0.374	0.365	0.838	0.691	0.340	0.406	0.897	0.674	0.463	0.213	0.918	0.620	0.457	0.246	0.881	0.600	0.415	0.299	0.794	0.706	0.170	0.605	0.771	
(2942, 'Al Taee', 2021): 0.564	0.351	0.347	0.749	0.585	0.287	0.394	0.721	0.642	0.383	0.343	0.822	0.624	0.489	0.249	0.882	0.552	0.407	0.239	0.791	0.596	0.285	0.401	0.721	0.642	0.055	0.609	0.664	
(205, 'Fortuna Sittard', 2021): 0.607	0.283	0.276	0.733	0.638	0.269	0.395	0.751	0.674	0.310	0.405	0.891	0.670	0.315	0.343	0.856	0.600	0.405	0.161	0.805	0.548	0.492	0.166	0.736	0.695	0.064	0.666	0.725	
(415, 'Twente', 2021): 0.626	0.261	0.422	0.756	0.658	0.226	0.464	0.759	0.682	0.327	0.434	0.881	0.649	0.326	0.291	0.823	0.591	0.376	0.233	0.803	0.588	0.392	0.270	0.732	0.743	0.058	0.707	0.763	
(3566, 'Altay', 2021): 0.594	0.312	0.349	0.748	0.608	0.332	0.336	0.743	0.673	0.353	0.389	0.884	0.658	0.385	0.290	0.842	0.575	0.385	0.208	0.770	0.571	0.374	0.304	0.718	0.665	0.110	0.612	0.715	
(1001, 'Kayserispor', 2021): 0.608	0.426	0.232	0.778	0.610	0.344	0.354	0.767	0.671	0.293	0.390	0.853	0.643	0.409	0.302	0.858	0.590	0.412	0.186	0.763	0.547	0.614	0.145	0.746	0.701	0.093	0.649	0.729	
(3575, 'Hatayspor', 2021): 0.630	0.305	0.351	0.792	0.643	0.339	0.365	0.816	0.689	0.347	0.373	0.885	0.669	0.388	0.256	0.902	0.598	0.417	0.221	0.828	0.566	0.452	0.227	0.714	0.710	0.072	0.673	0.743	
(1004, 'Kasimpasa', 2021): 0.601	0.354	0.314	0.804	0.635	0.325	0.377	0.796	0.682	0.336	0.386	0.899	0.640	0.402	0.259	0.901	0.593	0.408	0.166	0.782	0.582	0.400	0.251	0.742	0.633	0.026	0.625	0.647	
(194, 'Ajax', 2021): 0.728	0.360	0.429	0.879	0.721	0.414	0.392	0.879	0.732	0.296	0.440	0.875	0.743	0.314	0.421	0.919	0.718	0.417	0.363	0.892	0.698	0.457	0.316	0.840	0.736	0.152	0.663	0.833	
(413, 'NEC Nijmegen', 2021): 0.595	0.389	0.296	0.844	0.654	0.374	0.345	0.867	0.681	0.359	0.346	0.873	0.614	0.391	0.233	0.837	0.572	0.422	0.196	0.783	0.607	0.245	0.388	0.688	0.670	0.087	0.635	0.713	
(542, 'Alaves', 2021): 0.628	0.435	0.301	0.818	0.660	0.310	0.417	0.785	0.650	0.363	0.363	0.859	0.668	0.380	0.317	0.864	0.622	0.468	0.225	0.894	0.649	0.526	0.245	0.826	0.780	0.125	0.704	0.821	
(541, 'Real Madrid', 2021): 0.747	0.337	0.507	0.932	0.802	0.248	0.605	0.934	0.792	0.283	0.550	0.952	0.751	0.391	0.309	0.913	0.735	0.437	0.246	0.927	0.787	0.215	0.609	0.884	0.845	0.158	0.745	0.892	
(727, 'Osasuna', 2021): 0.650	0.361	0.396	0.832	0.651	0.409	0.344	0.806	0.680	0.349	0.322	0.875	0.665	0.369	0.257	0.873	0.631	0.400	0.285	0.859	0.620	0.492	0.294	0.806	0.666	0.006	0.663	0.669	
(540, 'Espanyol', 2021): 0.697	0.295	0.463	0.835	0.723	0.306	0.422	0.826	0.739	0.274	0.488	0.901	0.716	0.331	0.388	0.878	0.676	0.390	0.314	0.846	0.687	0.360	0.390	0.797	0.759	0.100	0.705	0.800	
(4907, 'Ponferradina', 2021): 0.590	0.375	0.306	0.779	0.621	0.327	0.337	0.779	0.666	0.274	0.417	0.822	0.659	0.375	0.260	0.858	0.577	0.390	0.196	0.785	0.571	0.488	0.221	0.726	0.714	0.053	0.686	0.732	
(711, 'Alcorcon', 2021): 0.576	0.315	0.367	0.740	0.606	0.272	0.388	0.754	0.618	0.284	0.401	0.816	0.646	0.345	0.301	0.887	0.570	0.381	0.204	0.786	0.561	0.364	0.291	0.699	0.673	0.061	0.646	0.702	
(420, 'Cambuur', 2021): 0.586	0.275	0.404	0.742	0.620	0.322	0.311	0.749	0.659	0.323	0.393	0.891	0.621	0.414	0.224	0.879	0.564	0.389	0.216	0.763	0.610	0.277	0.389	0.706	0.652	0.092	0.594	0.679	
(202, 'Groningen', 2021): 0.587	0.322	0.358	0.805	0.611	0.346	0.345	0.768	0.669	0.286	0.457	0.855	0.637	0.364	0.298	0.841	0.586	0.358	0.250	0.761	0.561	0.435	0.235	0.736	0.679	0.089	0.646	0.727	
(193, 'PEC Zwolle', 2021): 0.557	0.333	0.319	0.717	0.589	0.297	0.395	0.723	0.670	0.292	0.422	0.869	0.625	0.358	0.278	0.878	0.570	0.356	0.209	0.766	0.614	0.212	0.434	0.692	0.703	0.145	0.641	0.766	
(200, 'Vitesse', 2021): 0.642	0.229	0.482	0.786	0.644	0.313	0.351	0.794	0.705	0.297	0.456	0.941	0.699	0.373	0.283	0.923	0.609	0.461	0.164	0.816	0.663	0.285	0.423	0.753	0.658	0.094	0.619	0.701	
(207, 'Utrecht', 2021): 0.648	0.299	0.346	0.793	0.696	0.297	0.443	0.808	0.690	0.375	0.327	0.878	0.668	0.381	0.307	0.873	0.627	0.355	0.255	0.830	0.630	0.307	0.367	0.752	0.670	0.069	0.635	0.698	
(426, 'Sparta Rotterdam', 2021): 0.591	0.326	0.267	0.726	0.621	0.291	0.317	0.749	0.620	0.407	0.325	0.864	0.662	0.387	0.275	0.848	0.601	0.394	0.283	0.858	0.578	0.351	0.291	0.689	0.695	0.093	0.661	0.743	
(34, 'Newcastle', 2021): 0.665	0.356	0.351	0.848	0.704	0.342	0.390	0.904	0.702	0.377	0.407	0.952	0.697	0.352	0.285	0.871	0.665	0.421	0.206	0.837	0.625	0.496	0.228	0.790	0.777	0.053	0.751	0.797	
(48, 'West Ham', 2021): 0.701	0.339	0.425	0.847	0.732	0.245	0.517	0.837	0.719	0.313	0.477	0.892	0.715	0.406	0.322	0.934	0.687	0.386	0.323	0.865	0.680	0.533	0.257	0.840	0.806	0.137	0.716	0.836	
(164, 'FSV Mainz 05', 2021): 0.629	0.349	0.353	0.794	0.659	0.339	0.373	0.815	0.690	0.389	0.355	0.899	0.677	0.424	0.294	0.905	0.624	0.396	0.304	0.851	0.641	0.404	0.331	0.787	0.723	0.189	0.614	0.802	
(173, 'RB Leipzig', 2021): 0.701	0.423	0.347	0.870	0.752	0.379	0.339	0.883	0.748	0.315	0.494	0.911	0.709	0.431	0.294	0.914	0.695	0.401	0.319	0.873	0.672	0.517	0.254	0.865	0.835	0.085	0.782	0.861	
(195, 'Willem II', 2021): 0.571	0.270	0.356	0.738	0.606	0.273	0.358	0.729	0.720	0.314	0.455	0.923	0.647	0.348	0.328	0.862	0.559	0.373	0.225	0.846	0.614	0.340	0.348	0.756	0.695	0.087	0.656	0.734	
(209, 'Feyenoord', 2021): 0.689	0.289	0.407	0.833	0.702	0.273	0.428	0.847	0.748	0.267	0.533	0.940	0.715	0.374	0.409	0.917	0.658	0.356	0.285	0.849	0.691	0.275	0.499	0.828	0.746	0.097	0.698	0.787	
(731, 'Sporting Gijon', 2021): 0.609	0.391	0.318	0.791	0.670	0.315	0.395	0.820	0.697	0.352	0.363	0.903	0.663	0.435	0.315	0.903	0.597	0.382	0.272	0.832	0.582	0.396	0.316	0.739	0.734	0.101	0.685	0.780	
(9580, 'Burgos', 2021): 0.551	0.390	0.258	0.706	0.572	0.340	0.307	0.714	0.634	0.367	0.333	0.866	0.613	0.447	0.233	0.862	0.548	0.417	0.214	0.772	0.600	0.317	0.331	0.690	0.665	0.086	0.625	0.712	
(47, 'Tottenham', 2021): 0.723	0.378	0.459	0.947	0.758	0.287	0.440	0.884	0.736	0.355	0.381	0.939	0.742	0.367	0.338	0.933	0.714	0.433	0.361	0.946	0.710	0.461	0.320	0.848	0.826	0.263	0.657	0.894	
(50, 'Manchester City', 2021): 0.739	0.393	0.406	0.928	0.803	0.291	0.553	0.935	0.789	0.331	0.553	0.956	0.741	0.410	0.271	0.937	0.731	0.450	0.318	0.942	0.722	0.482	0.357	0.898	0.881	0.107	0.826	0.937	
(192, '1.FC Köln', 2021): 0.677	0.292	0.426	0.856	0.693	0.286	0.441	0.813	0.690	0.273	0.475	0.870	0.695	0.337	0.321	0.891	0.636	0.451	0.168	0.835	0.639	0.476	0.258	0.792	0.738	0.132	0.665	0.781	
(159, 'Hertha BSC', 2021): 0.644	0.358	0.359	0.807	0.652	0.423	0.332	0.835	0.706	0.230	0.522	0.884	0.695	0.406	0.249	0.937	0.630	0.475	0.179	0.899	0.678	0.465	0.289	0.812	0.713	0.123	0.643	0.765	
(538, 'Celta Vigo', 2021): 0.706	0.320	0.455	0.896	0.743	0.289	0.495	0.876	0.731	0.285	0.437	0.917	0.672	0.401	0.198	0.913	0.644	0.469	0.203	0.887	0.635	0.459	0.284	0.825	0.766	0.067	0.738	0.795	
(530, 'Atletico Madrid', 2021): 0.756	0.302	0.505	0.901	0.795	0.240	0.583	0.893	0.771	0.306	0.478	0.923	0.751	0.404	0.344	0.925	0.721	0.488	0.250	0.911	0.723	0.468	0.363	0.894	0.878	0.144	0.788	0.923	
(564, 'Istanbul Basaksehir', 2021): 0.651	0.298	0.429	0.813	0.700	0.261	0.445	0.827	0.690	0.326	0.414	0.875	0.710	0.349	0.293	0.928	0.646	0.377	0.220	0.811	0.625	0.361	0.338	0.765	0.704	0.094	0.661	0.751	
(996, 'Alanyaspor', 2021): 0.611	0.374	0.338	0.795	0.641	0.388	0.320	0.812	0.667	0.366	0.364	0.932	0.639	0.426	0.266	0.881	0.594	0.428	0.230	0.830	0.557	0.421	0.296	0.755	0.701	0.083	0.657	0.737	
(718, 'Oviedo', 2021): 0.595	0.401	0.251	0.795	0.606	0.388	0.311	0.759	0.674	0.366	0.349	0.881	0.649	0.380	0.323	0.899	0.600	0.372	0.233	0.790	0.572	0.470	0.196	0.740	0.643	0.217	0.515	0.727	
(716, 'Lugo', 2021): 0.597	0.322	0.237	0.734	0.605	0.329	0.312	0.781	0.638	0.342	0.309	0.893	0.626	0.409	0.240	0.865	0.560	0.412	0.204	0.794	0.557	0.462	0.195	0.713	0.678	0.080	0.641	0.713	
(529, 'Barcelona', 2021): 0.706	0.388	0.424	0.931	0.744	0.318	0.442	0.895	0.726	0.421	0.371	0.934	0.689	0.378	0.359	0.893	0.695	0.451	0.278	0.914	0.721	0.378	0.423	0.860	0.876	0.052	0.853	0.903	
(548, 'Real Sociedad', 2021): 0.709	0.364	0.422	0.885	0.729	0.332	0.422	0.889	0.726	0.301	0.404	0.896	0.692	0.417	0.221	0.880	0.651	0.530	0.207	0.898	0.699	0.457	0.290	0.846	0.810	0.108	0.746	0.843	
(1005, 'Antalyaspor', 2021): 0.625	0.309	0.362	0.799	0.654	0.352	0.381	0.818	0.711	0.284	0.421	0.861	0.662	0.356	0.358	0.873	0.600	0.428	0.175	0.808	0.578	0.502	0.270	0.773	0.709	0.067	0.675	0.733	
(994, 'Goztepe', 2021): 0.609	0.322	0.321	0.767	0.642	0.350	0.326	0.800	0.670	0.367	0.363	0.895	0.649	0.403	0.254	0.901	0.596	0.403	0.207	0.780	0.633	0.311	0.341	0.738	0.702	0.076	0.671	0.740	
(3563, 'Adana Demirspor', 2021): 0.656	0.217	0.505	0.786	0.677	0.284	0.416	0.801	0.670	0.370	0.396	0.927	0.676	0.400	0.286	0.923	0.613	0.448	0.292	0.888	0.620	0.432	0.248	0.771	0.700	0.089	0.659	0.743	
(611, 'Fenerbahce', 2021): 0.655	0.316	0.415	0.829	0.703	0.309	0.388	0.840	0.726	0.265	0.493	0.923	0.677	0.413	0.300	0.899	0.629	0.452	0.215	0.853	0.612	0.468	0.295	0.789	0.730	0.124	0.673	0.791	
(534, 'Las Palmas', 2021): 0.593	0.316	0.359	0.752	0.636	0.306	0.385	0.787	0.686	0.311	0.403	0.844	0.624	0.423	0.234	0.872	0.585	0.367	0.282	0.768	0.579	0.414	0.280	0.742	0.688	0.097	0.628	0.721	
(720, 'Valladolid', 2021): 0.650	0.385	0.336	0.818	0.682	0.300	0.451	0.818	0.730	0.317	0.347	0.884	0.682	0.366	0.343	0.874	0.646	0.397	0.262	0.829	0.644	0.353	0.379	0.774	0.735	0.076	0.694	0.764	
(4906, 'Fuenlabrada', 2021): 0.584	0.426	0.253	0.880	0.605	0.459	0.244	0.865	0.672	0.276	0.444	0.902	0.627	0.438	0.253	0.863	0.566	0.439	0.217	0.812	0.551	0.448	0.224	0.709	0.633	0.037	0.617	0.652	
(719, 'Tenerife', 2021): 0.613	0.319	0.380	0.782	0.642	0.294	0.369	0.788	0.695	0.261	0.485	0.868	0.672	0.350	0.317	0.897	0.592	0.379	0.209	0.778	0.546	0.456	0.199	0.706	0.699	0.104	0.655	0.741	
(536, 'Sevilla', 2021): 0.728	0.335	0.426	0.882	0.773	0.297	0.497	0.887	0.751	0.291	0.519	0.922	0.733	0.394	0.344	0.923	0.724	0.400	0.309	0.885	0.724	0.444	0.329	0.860	0.801	0.071	0.763	0.833	
(728, 'Rayo Vallecano', 2021): 0.621	0.400	0.292	0.803	0.647	0.376	0.347	0.806	0.737	0.339	0.495	0.937	0.690	0.394	0.312	0.926	0.629	0.407	0.231	0.806	0.624	0.455	0.239	0.770	0.740	0.058	0.709	0.761	
(999, 'Yeni Malatyaspor', 2021): 0.597	0.343	0.333	0.747	0.632	0.307	0.329	0.749	0.672	0.349	0.359	0.865	0.627	0.439	0.209	0.921	0.563	0.459	0.175	0.773	0.566	0.527	0.217	0.736	0.670	0.087	0.622	0.701	
(998, 'Trabzonspor', 2021): 0.678	0.303	0.397	0.834	0.702	0.289	0.461	0.843	0.724	0.307	0.428	0.923	0.717	0.358	0.254	0.913	0.644	0.444	0.242	0.841	0.627	0.446	0.312	0.795	0.777	0.105	0.725	0.822	
(1002, 'Sivasspor', 2021): 0.637	0.276	0.403	0.786	0.662	0.295	0.416	0.810	0.676	0.317	0.451	0.864	0.674	0.365	0.271	0.867	0.604	0.425	0.212	0.810	0.595	0.454	0.259	0.744	0.673	0.114	0.610	0.723	
(607, 'Konyaspor', 2021): 0.595	0.328	0.316	0.744	0.633	0.287	0.351	0.758	0.675	0.356	0.362	0.900	0.638	0.402	0.258	0.897	0.575	0.400	0.231	0.777	0.550	0.504	0.205	0.752	0.705	0.092	0.663	0.750	
(533, 'Villarreal', 2021): 0.719	0.333	0.436	0.922	0.747	0.323	0.459	0.902	0.707	0.345	0.375	0.892	0.707	0.367	0.394	0.885	0.683	0.452	0.262	0.895	0.695	0.503	0.321	0.885	0.807	0.031	0.793	0.820	
(715, 'Granada CF', 2021): 0.671	0.334	0.455	0.846	0.684	0.269	0.476	0.824	0.680	0.462	0.346	0.903	0.679	0.412	0.253	0.877	0.663	0.411	0.306	0.848	0.614	0.667	0.178	0.830	0.756	0.126	0.679	0.801	
(535, 'Malaga', 2021): 0.593	0.365	0.307	0.780	0.606	0.336	0.344	0.778	0.677	0.374	0.351	0.889	0.640	0.386	0.269	0.867	0.586	0.378	0.203	0.775	0.545	0.578	0.175	0.732	0.701	0.061	0.674	0.736	
(799, 'Mirandes', 2021): 0.568	0.339	0.333	0.733	0.594	0.334	0.352	0.738	0.678	0.253	0.452	0.872	0.577	0.404	0.235	0.852	0.543	0.367	0.194	0.730	0.567	0.367	0.256	0.724	0.673	0.065	0.633	0.693	
(3574, 'Giresunspor', 2021): 0.575	0.365	0.294	0.761	0.593	0.356	0.314	0.745	0.680	0.329	0.457	0.884	0.635	0.377	0.285	0.849	0.562	0.419	0.197	0.801	0.584	0.478	0.246	0.716	0.673	0.104	0.619	0.716	
(645, 'Galatasaray', 2021): 0.630	0.313	0.419	0.813	0.664	0.304	0.415	0.798	0.733	0.287	0.491	0.905	0.691	0.379	0.384	0.916	0.627	0.376	0.231	0.800	0.609	0.446	0.275	0.779	0.744	0.113	0.686	0.794	
(797, 'Elche', 2021): 0.655	0.313	0.410	0.827	0.698	0.244	0.424	0.819	0.677	0.380	0.342	0.901	0.697	0.329	0.359	0.873	0.647	0.337	0.330	0.814	0.614	0.421	0.323	0.770	0.759	0.061	0.739	0.793	
(531, 'Athletic Club', 2021): 0.669	0.365	0.410	0.890	0.716	0.329	0.414	0.877	0.727	0.382	0.395	0.944	0.714	0.355	0.290	0.922	0.663	0.466	0.191	0.866	0.658	0.531	0.228	0.848	0.797	0.109	0.746	0.838	
(5262, 'FC Cartagena', 2021): 0.632	0.268	0.341	0.764	0.681	0.220	0.448	0.788	0.668	0.411	0.332	0.917	0.661	0.431	0.224	0.918	0.622	0.417	0.234	0.796	0.612	0.409	0.248	0.738	0.678	0.003	0.677	0.680	
(723, 'Almeria', 2021): 0.624	0.330	0.341	0.802	0.641	0.384	0.330	0.821	0.700	0.360	0.379	0.901	0.664	0.376	0.372	0.892	0.594	0.414	0.198	0.806	0.609	0.414	0.304	0.759	0.722	0.065	0.687	0.746	
(512, 'Frosinone', 2021): 0.603	0.326	0.398	0.753	0.641	0.275	0.444	0.736	0.734	0.263	0.562	0.882	0.624	0.319	0.415	0.822	0.614	0.309	0.362	0.737	0.545	0.326	0.361	0.692	0.566	0.092	0.522	0.596	
(523, 'Parma', 2021): 0.602	0.406	0.277	0.817	0.613	0.386	0.297	0.824	0.660	0.348	0.319	0.899	0.643	0.337	0.387	0.829	0.584	0.398	0.211	0.805	0.606	0.224	0.438	0.716	0.765	0.149	0.712	0.856	
(504, 'Verona', 2021): 0.679	0.320	0.384	0.837	0.722	0.282	0.439	0.843	0.715	0.279	0.487	0.917	0.678	0.396	0.307	0.863	0.632	0.451	0.191	0.814	0.701	0.198	0.567	0.792	0.725	0.073	0.696	0.764	
(488, 'Sassuolo', 2021): 0.688	0.340	0.300	0.847	0.724	0.271	0.472	0.875	0.723	0.328	0.446	0.935	0.671	0.391	0.195	0.858	0.613	0.514	0.186	0.854	0.630	0.403	0.304	0.775	0.791	0.115	0.717	0.821	
(505, 'Inter', 2021): 0.743	0.315	0.443	0.883	0.761	0.338	0.368	0.889	0.747	0.321	0.481	0.904	0.736	0.424	0.274	0.953	0.718	0.441	0.304	0.899	0.757	0.349	0.494	0.917	0.821	0.242	0.672	0.904	
(495, 'Genoa', 2021): 0.629	0.343	0.368	0.804	0.667	0.301	0.396	0.808	0.668	0.280	0.427	0.866	0.647	0.448	0.229	0.893	0.623	0.437	0.184	0.854	0.660	0.435	0.275	0.798	0.798	0.090	0.757	0.843	
(510, 'Cittadella', 2021): 0.586	0.264	0.399	0.700	0.618	0.268	0.450	0.726	0.689	0.307	0.523	0.845	0.627	0.264	0.461	0.768	0.558	0.372	0.271	0.706	0.517	0.425	0.245	0.643	0.647	0.020	0.635	0.654	
(503, 'Torino', 2021): 0.660	0.341	0.385	0.842	0.698	0.306	0.397	0.848	0.710	0.215	0.530	0.869	0.677	0.337	0.272	0.834	0.632	0.440	0.225	0.834	0.704	0.267	0.453	0.822	0.718	0.098	0.680	0.774	
(499, 'Atalanta', 2021): 0.713	0.301	0.418	0.872	0.715	0.385	0.299	0.878	0.704	0.328	0.426	0.908	0.711	0.441	0.292	0.937	0.688	0.494	0.191	0.881	0.738	0.307	0.442	0.846	0.804	0.122	0.739	0.858	
(511, 'Empoli', 2021): 0.615	0.334	0.363	0.783	0.647	0.311	0.367	0.794	0.695	0.253	0.431	0.860	0.666	0.347	0.287	0.893	0.603	0.416	0.156	0.837	0.673	0.181	0.543	0.770	0.730	0.103	0.672	0.765	
(487, 'Lazio', 2021): 0.712	0.377	0.331	0.922	0.752	0.336	0.470	0.903	0.744	0.360	0.360	0.919	0.709	0.414	0.281	0.910	0.695	0.432	0.224	0.922	0.730	0.325	0.481	0.867	0.790	0.048	0.765	0.807	
(518, 'Brescia', 2021): 0.614	0.253	0.390	0.749	0.622	0.234	0.397	0.741	0.678	0.217	0.512	0.868	0.654	0.275	0.384	0.843	0.602	0.293	0.288	0.747	0.632	0.237	0.394	0.741	0.712	0.043	0.688	0.729	
(1579, 'Monza', 2021): 0.592	0.371	0.317	0.772	0.632	0.332	0.343	0.776	0.670	0.296	0.392	0.860	0.628	0.358	0.332	0.838	0.600	0.413	0.177	0.869	0.603	0.398	0.275	0.741	0.714	0.085	0.665	0.744	
(494, 'Udinese', 2021): 0.656	0.312	0.383	0.809	0.678	0.359	0.334	0.848	0.655	0.409	0.334	0.895	0.653	0.400	0.220	0.860	0.619	0.488	0.175	0.801	0.664	0.407	0.285	0.791	0.771	0.209	0.636	0.823	
(496, 'Juventus', 2021): 0.738	0.307	0.477	0.884	0.755	0.364	0.432	0.927	0.754	0.297	0.541	0.936	0.761	0.296	0.478	0.928	0.702	0.449	0.243	0.906	0.772	0.278	0.547	0.901	0.831	0.157	0.735	0.877	
(500, 'Bologna', 2021): 0.673	0.359	0.322	0.816	0.695	0.343	0.365	0.832	0.705	0.304	0.462	0.918	0.699	0.356	0.352	0.908	0.636	0.465	0.221	0.868	0.637	0.487	0.192	0.781	0.725	0.277	0.551	0.816	
(514, 'Salernitana', 2021): 0.588	0.375	0.335	0.816	0.629	0.353	0.347	0.834	0.634	0.380	0.320	0.857	0.634	0.414	0.271	0.914	0.578	0.463	0.198	0.800	0.631	0.401	0.341	0.782	0.722	0.083	0.677	0.755	
(501, 'Crotone', 2021): 0.563	0.361	0.265	0.746	0.575	0.404	0.262	0.755	0.650	0.365	0.377	0.902	0.610	0.401	0.300	0.852	0.541	0.404	0.150	0.739	0.604	0.266	0.412	0.716	0.616	0.095	0.567	0.659	
(895, 'Como', 2021): 0.620	0.255	0.421	0.749	0.600	0.314	0.373	0.741	0.653	0.244	0.454	0.788	0.637	0.381	0.319	0.894	0.544	0.459	0.165	0.742	0.647	0.213	0.525	0.726	0.650	0.021	0.642	0.658	
(506, 'Benevento', 2021): 0.616	0.338	0.344	0.763	0.638	0.337	0.315	0.758	0.691	0.328	0.401	0.920	0.632	0.396	0.250	0.842	0.584	0.441	0.192	0.836	0.614	0.409	0.262	0.754	0.698	0.052	0.674	0.716	
(520, 'Cremonese', 2021): 0.602	0.269	0.420	0.744	0.645	0.286	0.405	0.749	0.636	0.249	0.502	0.800	0.604	0.388	0.278	0.809	0.541	0.446	0.192	0.731	0.478	0.459	0.224	0.678	0.657	0.112	0.590	0.705	
(867, 'Lecce', 2021): 0.555	0.373	0.266	0.765	0.599	0.357	0.291	0.747	0.664	0.297	0.421	0.895	0.601	0.418	0.259	0.917	0.563	0.399	0.214	0.775	0.578	0.406	0.294	0.741	0.699	0.060	0.670	0.723	
(801, 'Pisa', 2021): 0.580	0.304	0.389	0.734	0.628	0.259	0.420	0.740	0.675	0.202	0.528	0.826	0.627	0.423	0.241	0.837	0.591	0.393	0.248	0.760	0.620	0.321	0.396	0.760	0.619	0.005	0.616	0.621	
(493, 'Spal', 2021): 0.579	0.313	0.337	0.763	0.632	0.335	0.374	0.789	0.636	0.267	0.390	0.789	0.601	0.426	0.212	0.828	0.555	0.471	0.186	0.772	0.625	0.401	0.317	0.776	0.613	0.088	0.571	0.653	
