n,mean,std,min,p01,p05,p50,p95,p99,max,recommended_min,recommended_max
61482,1550.2832261830154,76.55249031911063,1311.853953950918,1396.0001372798001,1438.5017815274496,1541.504311239602,1692.812415463915,1776.4542249051522,1873.4794286194608,1396.0001372798001,1776.4542249051522
