n,mean,std,min,p02,p05,p50,p95,p98,max,recommended_min,recommended_max
61482,1507.2750892923034,77.1102244741964,1269.3173500166324,1369.2331491230752,1394.9940447679646,1498.1999741135255,1651.0891955389584,1704.1428168836399,1832.6114928853046,1369.2331491230752,1704.1428168836399
