accuracy_at_0_5,binary_log_loss,brier_score,competition,fold_number,model_name,positive_class_prevalence,prediction_count,roc_auc,round_index,scope_key,scope_type,season
0.52,0.6925944502987761,0.24972336644487217,,69,training-prevalence,0.48,100,0.5,94,94,fold,
0.52,7.736685964459998,0.48,,69,training-majority,0.48,100,0.5,94,94,fold,
0.53,0.69273573100451,0.24956616079611824,,69,logistic-regression,0.48,100,0.5584935897435896,94,94,fold,
0.4827586206896552,0.6952098365668746,0.2510299013234319,,70,v2-benchmark,0.5172413793103449,87,0.48201058201058206,95,95,fold,
0.4827586206896552,0.6971266973103075,0.2519866982581646,,70,training-prevalence,0.5172413793103449,87,0.5,95,95,fold,
0.4827586206896552,8.336946074633618,0.5172413793103449,,70,training-majority,0.5172413793103449,87,0.5,95,95,fold,
0.5402298850574713,0.7230923504535807,0.26408928918849356,,70,logistic-regression,0.5172413793103449,87,0.4899470899470899,95,95,fold,
0.5,0.6925152864833058,0.24968439871011125,,71,v2-benchmark,0.5,174,0.5416831813978068,96,96,fold,
0.5,0.6947306095720273,0.25079046220462514,,71,training-prevalence,0.5,174,0.5,96,96,fold,
0.5,8.059047875479164,0.5,,71,training-majority,0.5,174,0.5,96,96,fold,
0.4942528735632184,0.7027096814177302,0.2540748657305616,,71,logistic-regression,0.5,174,0.544589774078478,96,96,fold,
0.5161290322580645,0.6919768638546074,0.24941615518363444,,72,v2-benchmark,0.4838709677419355,31,0.48750000000000004,97,97,fold,
0.5161290322580645,0.6929942713414962,0.24992311795516292,,72,training-prevalence,0.4838709677419355,31,0.5,97,97,fold,
0.5161290322580645,7.799078592399186,0.4838709677419355,,72,training-majority,0.4838709677419355,31,0.5,97,97,fold,
0.41935483870967744,0.7163074323746738,0.2611098534360985,,72,logistic-regression,0.4838709677419355,31,0.5041666666666667,97,97,fold,
0.6206896551724138,0.6824146394363685,0.2446380168370592,,73,v2-benchmark,0.3793103448275862,58,0.6597222222222222,98,98,fold,
0.6206896551724138,0.6810613603474442,0.24396313452216137,,73,training-prevalence,0.3793103448275862,58,0.5,98,98,fold,
0.6206896551724138,6.113760481397987,0.3793103448275862,,73,training-majority,0.3793103448275862,58,0.5,98,98,fold,
0.5344827586206896,0.7320165875745672,0.26673580078652814,,73,logistic-regression,0.3793103448275862,58,0.5517676767676767,98,98,fold,
0.5294117647058824,0.6927983903422877,0.24982573238347913,,74,v2-benchmark,0.47058823529411764,136,0.4571397569444445,99,99,fold,
0.5294117647058824,0.6914184616812734,0.2491361357976689,,74,training-prevalence,0.47058823529411764,136,0.5,99,99,fold,
0.5294117647058824,7.5849862416274485,0.47058823529411764,,74,training-majority,0.47058823529411764,136,0.5,99,99,fold,
0.5220588235294118,0.7106869302105897,0.25811258676878157,,74,logistic-regression,0.47058823529411764,136,0.5164930555555555,99,99,fold,
0.5878693623639192,0.6940749991532954,0.24895401163698164,Australia A-League,,v2-benchmark,0.38880248833592534,643,0.5260508905852418,,Australia A-League,competition,
0.5334370139968896,0.6947126233845696,0.25077899655830005,Australia A-League,,training-prevalence,0.38880248833592534,643,0.4759287531806616,,Australia A-League,competition,
0.5334370139968896,7.520106889055627,0.4665629860031104,Australia A-League,,training-majority,0.38880248833592534,643,0.5040661577608142,,Australia A-League,competition,
0.5878693623639192,0.6860580700112067,0.24572665840857996,Australia A-League,,logistic-regression,0.38880248833592534,643,0.5269312977099236,,Australia A-League,competition,
0.5489051094890511,0.7114246669640043,0.2575174963267725,Austria Bundesliga,,v2-benchmark,0.4656934306569343,685,0.5243760385083166,,Austria Bundesliga,competition,
0.5167883211678832,0.6927333829932278,0.24979188947274486,Austria Bundesliga,,training-prevalence,0.4656934306569343,685,0.5113614951093752,,Austria Bundesliga,competition,
0.5167883211678832,7.788452110821897,0.4832116788321168,Austria Bundesliga,,training-majority,0.4656934306569343,685,0.4987023999177759,,Austria Bundesliga,competition,
0.5313868613138686,0.7034202764713468,0.254053815879404,Austria Bundesliga,,logistic-regression,0.4656934306569343,685,0.539707419017764,,Austria Bundesliga,competition,
0.5432780847145487,0.6942428746377396,0.2500133808438214,Belgium Pro League,,v2-benchmark,0.4558011049723757,1086,0.546280059478029,,Belgium Pro League,competition,
0.5359116022099447,0.6919434731391714,0.2493979768064169,Belgium Pro League,,training-prevalence,0.4558011049723757,1086,0.5082448854022458,,Belgium Pro League,competition,
0.5359116022099447,7.480221239733307,0.46408839779005523,Belgium Pro League,,training-majority,0.4558011049723757,1086,0.5119109880531201,,Belgium Pro League,competition,
0.5368324125230203,0.7022616503822988,0.253307957235863,Belgium Pro League,,logistic-regression,0.4558011049723757,1086,0.5419029551009247,,Belgium Pro League,competition,
0.5022156573116692,0.7059399096472828,0.25572386211747955,Denmark Superliga,,v2-benchmark,0.4519940915805022,677,0.5023210542078467,,Denmark Superliga,competition,
0.5420974889217134,0.6910142762636762,0.24893409788924384,Denmark Superliga,,training-prevalence,0.4519940915805022,677,0.5151242887091944,,Denmark Superliga,competition,
0.5420974889217134,7.380516526648109,0.45790251107828656,Denmark Superliga,,training-majority,0.4519940915805022,677,0.5172251290453288,,Denmark Superliga,competition,
0.49926144756277696,0.756595874254338,0.26778188519057705,Denmark Superliga,,logistic-regression,0.4519940915805022,677,0.484972605394359,,Denmark Superliga,competition,
0.5004990019960079,0.7063413704160091,0.25591517576706374,England Championship,,v2-benchmark,0.5344311377245509,2004,0.5114561723224481,,England Championship,competition,
0.4935129740518962,0.6942237963899545,0.2505369650115933,England Championship,,training-prevalence,0.5344311377245509,2004,0.5190244014719142,,England Championship,competition,
0.4935129740518962,8.163606379614757,0.5064870259481038,England Championship,,training-majority,0.5344311377245509,2004,0.5097093499779333,,England Championship,competition,
0.5319361277445109,0.6985709183966516,0.2523835436721217,England Championship,,logistic-regression,0.5344311377245509,2004,0.5443901033082044,,England Championship,competition,
0.5039643211100099,0.7042194418000053,0.2546065518800396,England EFL League One,,v2-benchmark,0.5133795837462835,2018,0.5262347741981144,,England EFL League One,competition,
0.5024777006937562,0.6934252423179033,0.250138657279465,England EFL League One,,training-prevalence,0.5133795837462835,2018,0.5176163215878085,,England EFL League One,competition,
0.5024777006937562,8.019112059017559,0.4975222993062438,England EFL League One,,training-majority,0.5133795837462835,2018,0.5086233673300884,,England EFL League One,competition,
0.5163528245787908,0.7032905420896952,0.25478310135093246,England EFL League One,,logistic-regression,0.5133795837462835,2018,0.5283716943594744,,England EFL League One,competition,
0.5170202269363592,0.7023709839311996,0.25339829421607213,England EFL League Two,,v2-benchmark,0.5303404045387272,2027,0.5366484268125855,,England EFL League Two,competition,
0.5170202269363592,0.692155825401073,0.24950508113598105,England EFL League Two,,training-prevalence,0.5303404045387272,2027,0.5363108266562439,,England EFL League Two,competition,
0.5170202269363592,7.784714231480176,0.48297977306364087,England EFL League Two,,training-majority,0.5303404045387272,2027,0.5307094000390854,,England EFL League Two,competition,
0.538727183029107,0.6948484568270293,0.2505402632597451,England EFL League Two,,logistic-regression,0.5303404045387272,2027,0.5578327144811412,,England EFL League Two,competition,
0.5581560283687943,0.6971725132228405,0.2506795246705646,England Premier League,,v2-benchmark,0.425531914893617,1410,0.5408127572016461,,England Premier League,competition,
0.5645390070921986,0.6886785268671114,0.24776750580714338,England Premier League,,training-prevalence,0.425531914893617,1410,0.5344465020576132,,England Premier League,competition,
0.5645390070921986,7.018801992476298,0.43546099290780144,England Premier League,,training-majority,0.425531914893617,1410,0.5306790123456789,,England Premier League,competition,
0.5822695035460993,0.6836686563683738,0.24466618959873682,England Premier League,,logistic-regression,0.425531914893617,1410,0.5698456790123457,,England Premier League,competition,
0.5305958132045089,0.7037910740075601,0.2544290213648394,France Ligue 1,,v2-benchmark,0.45974235104669886,1242,0.5233517164699157,,France Ligue 1,competition,
0.5265700483091788,0.6925158288038136,0.24968347561816331,France Ligue 1,,training-prevalence,0.45974235104669886,1242,0.5067194583717222,,France Ligue 1,competition,
0.5265700483091788,7.630789298118341,0.47342995169082125,France Ligue 1,,training-majority,0.45974235104669886,1242,0.509778384458985,,France Ligue 1,competition,
0.5539452495974235,0.6963619857773304,0.25086728448591544,France Ligue 1,,logistic-regression,0.45974235104669886,1242,0.5569959884220169,,France Ligue 1,competition,
0.4868827160493827,0.7089525068646938,0.25743301312527,France Ligue 2,,v2-benchmark,0.5462962962962963,1296,0.48311210077251243,,France Ligue 2,competition,
0.4976851851851852,0.6942856595725881,0.25056816990597086,France Ligue 2,,training-prevalence,0.5462962962962963,1296,0.525985818056036,,France Ligue 2,competition,
0.4976851851851852,8.0963582819117,0.5023148148148148,France Ligue 2,,training-majority,0.5462962962962963,1296,0.5173382912487029,,France Ligue 2,competition,
0.5532407407407407,0.7025537503240329,0.2539571030835839,France Ligue 2,,logistic-regression,0.5462962962962963,1296,0.528721799454245,,France Ligue 2,competition,
0.5604693140794224,0.6983807195968156,0.25134938509789995,Germany 2. Bundesliga,,v2-benchmark,0.40703971119133575,1108,0.5172304400503531,,Germany 2. Bundesliga,competition,
0.5523465703971119,0.6890693324124911,0.24796351182638365,Germany 2. Bundesliga,,training-prevalence,0.40703971119133575,1108,0.521737589729571,,Germany 2. Bundesliga,competition,
0.5523465703971119,7.215320852128606,0.44765342960288806,Germany 2. Bundesliga,,training-majority,0.40703971119133575,1108,0.5050336306600924,,Germany 2. Bundesliga,competition,
0.5703971119133574,0.7022970865917137,0.2515750644559622,Germany 2. Bundesliga,,logistic-regression,0.40703971119133575,1108,0.5232512225495853,,Germany 2. Bundesliga,competition,
0.592,0.6896799455160832,0.24654948051652142,Germany Bundesliga,,v2-benchmark,0.3937777777777778,1125,0.5456945115614016,,Germany Bundesliga,competition,
0.5635555555555556,0.6889868822574449,0.24792223829311955,Germany Bundesliga,,training-prevalence,0.3937777777777778,1125,0.5116458034065258,,Germany Bundesliga,competition,
0.5635555555555556,7.0346533583190825,0.43644444444444447,Germany Bundesliga,,training-majority,0.3937777777777778,1125,0.5122730251616875,,Germany Bundesliga,competition,
0.5724444444444444,0.6881114599858108,0.24640272220814707,Germany Bundesliga,,logistic-regression,0.3937777777777778,1125,0.5423763595321157,,Germany Bundesliga,competition,
0.5340909090909091,0.7203109741615605,0.26213853375351587,India Indian Super League,,v2-benchmark,0.4318181818181818,352,0.4497861842105263,,India Indian Super League,competition,
0.48863636363636365,0.6954493942287351,0.25114968387538367,India Indian Super League,,training-prevalence,0.4318181818181818,352,0.42662828947368425,,India Indian Super League,competition,
0.48863636363636365,8.242208052294787,0.5113636363636364,India Indian Super League,,training-majority,0.4318181818181818,352,0.4607894736842106,,India Indian Super League,competition,
0.5227272727272727,0.7133306829573747,0.25909468020634385,India Indian Super League,,logistic-regression,0.4318181818181818,352,0.5098684210526315,,India Indian Super League,competition,
0.5342857142857143,0.7023023850555015,0.25331987958604146,Italy Serie A,,v2-benchmark,0.5157142857142857,1400,0.5465500616935912,,Italy Serie A,competition,
0.515,0.6921766899416998,0.24951535159273233,Italy Serie A,,training-prevalence,0.5157142857142857,1400,0.5291103865859338,,Italy Serie A,competition,
0.515,7.817276442273441,0.485,Italy Serie A,,training-majority,0.5157142857142857,1400,0.5227673865614197,,Italy Serie A,competition,
0.5164285714285715,0.7070224291909087,0.2560589468186904,Italy Serie A,,logistic-regression,0.5157142857142857,1400,0.5342522001323757,,Italy Serie A,competition,
0.5114035087719299,0.7116618590865869,0.258200103527162,Italy Serie B,,v2-benchmark,0.5491228070175439,1140,0.5057728645839807,,Italy Serie B,competition,
0.49298245614035086,0.694586167208175,0.25071873652274596,Italy Serie B,,training-prevalence,0.5491228070175439,1140,0.523952337738218,,Italy Serie B,competition,
0.49298245614035086,8.172157317984047,0.5070175438596491,Italy Serie B,,training-majority,0.5491228070175439,1140,0.5225009634390423,,Italy Serie B,competition,
