39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Jed Steer,Benedikt Saller,50.0
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Charlie Cresswell,Lindon Emërllahu,42.42424242424242
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Adam Uche Idah,Adrián Quintela Moya,47.05882352941176
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Angus Gunn,Angus Fraser James Gunn,60.60606060606061
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Angus Gunn,Angus Fraser James Gunn,60.60606060606061
39,Adam Uche Idah,Adrián Quintela Moya,47.05882352941176
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Adam Uche Idah,Adrián Quintela Moya,47.05882352941176
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Nathan Tella,Nathan Adewale Temitayo Tella,58.53658536585367
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Adam Uche Idah,Adrián Quintela Moya,47.05882352941176
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Angus Gunn,Angus Fraser James Gunn,60.60606060606061
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
39,Adam Uche Idah,Adrián Quintela Moya,47.05882352941176
39,Jacob Ramsey,Facundo Agustín Cáseres,46.51162790697675
39,Ivan Toney,Ivan Benjamin Elijah Toney,55.55555555555556
39,Raphinha,Erik Kristian Lindell,39.02439024390244
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Ademola Lookman,Ademola Olajade Alade Aylola Lookman,58.82352941176471
39,Romelu Lukaku,Romelu Menama Lukaku Bolingoli,60.46511627906976
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Ben Mee,Benjamin Thomas Mee,53.84615384615385
39,Angus Gunn,Angus Fraser James Gunn,60.60606060606061
39,Teemu Pukki,Teemu Eino Antero Pukki,64.70588235294117
